org	name	tbl1	tbl2	tbl3	tbl4	tbl5	tbl6	value1	value2	value3	value4	value5	value6	desc1	desc2	desc3	desc4	type	text1	text2	perm1	perm2	perm3	perm4	perm5	perm6	perm7	perm8	perm9	perm10	perm11	perm12	perm13	perm14	perm15	perm16	perm17	perm18	perm19	perm20	oleptr	desc5	desc6	desc7	desc8	tbl7	tbl8	tbl9	tbl10	tbl11	tbl12	tbl13	tbl14	tbl15	tbl16	value7	value8	value9	value10	value11	value12	value13	value14	value15
E10631	NE Wygant-Rodney SSE	CIPJ						20000101	99991231	BESE10631								N																														BZA002	BCP005				BPR027											
E10632	DODD-O CB HVAC C RPL	CIPJ						20000101	99991231	BESE10632								N																														BZA001	BCP005				BPR022											
E10633	Brookside LUST	CIPJ						20000101	99991231	BESE10633								N																														BZA004	BCP005				BPR026											
E10634	Palatine Hill Ld Acq	CIPJ						20000101	99991231	BESE10634								N																														BZA005	BCP005				BPR026											
E10635	Ankny Odr TF-Irgt SR	CIPJ						20000101	99991231	BESE10635								N																														BZA005	BCP005				BPR022											
E10636	SE Grnd-Ivon Rmp ESR	CIPJ						20000101	99991231	BESE10636								N																														BZA004	BCP005				BPR014											
E10637	N Lagoon Ave Grn Sts	CIPJ						20000101	99991231	BESE10637								N																														BZA001	BCP005				BPR026											
E10638	NW Front Ave Grn Sts	CIPJ						20000101	99991231	BESE10638								N																														BZA007	BCP005				BPR026											
E10639	E Lents Strppg Piles	CIPJ						20000101	99991231	BESE10639								N																														BZA004	BCP005				BPR026											
E10640	Tryon Crk Strmbk Stb	CIPJ						20000101	99991231	BESE10640								N																														BZA005	BCP005				BPR014											
E10641	TCWTP Sludge Valve V	CIPJ						20000101	99991231	BESE10641								N																														BZA005	BCP005				BPR022											
E10642	TCWTP S#2 Dr R&U Prd	CIPJ						20000101	99991231	BESE10642								N																														BZA005	BCP005				BPR022											
E10643	CSO Flow Monitoring	CIPJ						20000101	99991231	BESE10643								N																														BZA003	BCP005				BPR022											
E10644	Small PS Prj FY 2015	CIPJ						20000101	99991231	BESE10644								N																														BZA008	BCP005				BPR022											
E10645	NE Hnck S-Schylr CSE	CIPJ						20000101	99991231	BESE10645								N																														BZA002	BCP005				BPR027											
E10646	SW Swny-Crbtt-Kl EPR	CIPJ						20000101	99991231	BESE10646								N																														BZA005	BCP005				BPR014											
E10647	"NE Couch Ct, LID GS"	CIPJ						20000101	99991231	BESE10647								N																														BZA002	BCP005				BPR027											
E10648	CBWTP DpWl P Ctl Upg	CIPJ						20140620	99991231	BESE10648								N																														BZA001	BCP005				BPR022											
E10649	CBWTP Biogas Control	CIPJ						20140620	99991231	BESE10649								N																														BZA001	BCP005				BPR022											
E10650	SE 60th Ave SSE	CIPJ						20140601	99991231	BESE10650								N																														BZA004	BCP005				BPR027											
E10651	N Borthwick Ave	CIPJ						20140601	99991231	BESE10651								N																														BZA001	BCP005				BPR027											
E10652	RR&M Prgrm Adm FY15	CIPJ						20140601	99991231	BESE10652								N																														BZA001	BCP005				BPR022											
E10653	TCWTP Smll Prjs FY15	CIPJ						20140601	99991231	BESE10653								N																														BZA005	BCP005				BPR022											
E10654	CBWTP Smll Prjs FY15	CIPJ						20140601	99991231	BESE10654								N																														BZA001	BCP005				BPR022											
E10655	Invrnss PS Inst Upgr	CIPJ						20000101	99991231	BESE10655								N																														BZA002	BCP005				BPR022											
E10656	"Mtn Cpt-Cntr, F15-19"	CIPJ						20140701	99991231	BESE10656								N																														BZA008	BCP005				BPR014											
E10657	PS Imprv Prg FY15-19	CIPJ						20140701	99991231	BESE10657								N																														BZA008	BCP005				BPR022											
E10658	Reveg APE Um F15-F16	CIPJ						20140630	99991231	BESE10658								N																														BZA008	BCP005				BPR026											
E10659	SE Hemlock/Harrison	CIPJ						20140601	99991231	BESE10659								N																														BZA004	BCP005				BPR014											
E10660	Nonconf Swr SP FY15	CIPJ						20140601	99991231	BESE10660								N																														BZA008	BCP005				BPR027											
E10661	Schwtzer Fldpl W Dcm	CIPJ						20140601	99991231	BESE10661								N																														BZA004	BCP005				BPR026											
E10662	Outfall 44A Abandmnt	CIPJ						20140601	99991231	BESE10662								N																														BZA002	BCP005				BPR014											
E10663	Slabtown Sewer Repl	CIPJ						20140601	99991231	BESE10663	"11,150,000"		0					N		This project is a reconfiguration of portions of previously programmed work in Northwest Neighborhoods.  The project is specifically targeted at the Conway Master Plan redevelopment area.  Pipes in this area are typically 100-year old clay and under capacity.  The project will increase pipe capacity to address risk of sewer backups to 67 properties between NW 13th and 21st and Pettygrove and Savier.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates.																						NWN:  Slabtown Sewer Replacement				BOB005	YES	BZA007	BCP005	YES	LOW	ES	BPR014			0	0	0	0	"11,150,000"				
E10664	SW Lyle Ct StmSwr P2	CIPJ						20140601	99991231	BESE10664								N																														BZA005	BCP005				BPR014											
E10665	SLRT MP Inst-NE11-Lb	CIPJ						20140601	99991231	BESE10665								N																														BZA002	BCP005				BPR014											
E10666	SW Cptl-Trwllgr PWB	CIPJ						20140601	99991231	BESE10666								N																														BZA005	BCP005				BPR014											
E10667	Eside 4 Stwtr S Cnst	CIPJ						20140601	99991231	BESE10667								N																														BZA002	BCP005				BPR026											
E10668	"20""s Bikeway GrnSt"	CIPJ						20140601	99991231	BESE10668								N																														BZA003	BCP005				BPR027											
E10669	CBWTP IPS Add Trsfmr	CIPJ						20140601	99991231	BESE10669								N																														BZA001	BCP005				BPR022											
E10670	SE Taggart San Swr E	CIPJ						20140601	99991231	BESE10670								N																														BZA004	BCP005				BPR027											
E10671	Fuez G2G Land Acq	CIPJ						20140601	99991231	BESE10671								N																														BZA005	BCP005				BPR026											
E10672	SW 19&TF Unimp Rd GS	CIPJ						20140601	99991231	BESE10672								N																														BZA005	BCP005				BPR026											
E10673	TCWTP DWCL#1-3 FC Rp	CIPJ						20140701	99991231	BESE10673								N																														BZA005	BCP005				BPR022											
E10674	CBWTP DICO HVAC C Rp	CIPJ						20140701	99991231	BESE10674								N																														BZA001	BCP005				BPR022											
E10675	TCWTP Dgt 1&2 Fall A	CIPJ						20140701	99991231	BESE10675								N																														BZA005	BCP005				BPR022											
E10676	Brgrd/Lmb-N TO Rd GS	CIPJ						20140701	99991231	BESE10676								N																														BZA001	BCP005				BPR027											
E10677	Concordia Sewr Rehab	CIPJ						20140701	99991231	BESE10677								N																														BZA002	BCP005				BPR014											
E10678	Mt Scott-Arlt Swr Rh	CIPJ						20140701	99991231	BESE10678								N																														BZA004	BCP005				BPR014											
E10679	E Wllmt 2017 Swr Reh	CIPJ						20140701	99991231	BESE10679								N																														BZA003	BCP005				BPR014											
E10680	W Willamette 2017 SR	CIPJ						20140701	99991231	BESE10680								N																														BZA006	BCP005				BPR014											
E10681	Hillsdale-S Burlinga	CIPJ						20140701	99991231	BESE10681								N																														BZA005	BCP005				BPR014											
E10682	CIPP Southeast	CIPJ						20140701	99991231	BESE10682								N																														BZA003	BCP005				BPR014											
E10683	CIPP W Willmtte 2017	CIPJ						20140701	99991231	BESE10683								N																														BZA006	BCP005				BPR014											
E10684	Downtown-Old Town	CIPJ						20140701	99991231	BESE10684								N																														BZA009	BCP005				BPR014											
E10685	Lower Errol Hghts SR	CIPJ						20140701	99991231	BESE10685								N																														BZA004	BCP005				BPR026											
E10686	Brookside Grn Strts	CIPJ						20140701	99991231	BESE10686								N																														BZA004	BCP005				BPR026											
E10687	Fanno CWS Swr Basins	CIPJ						20140701	99991231	BESE10687								N																														BZA005	BCP005				BPR014											
E10688	CBWTP Chm Mtrg Ps Rp	CIPJ						20140701	99991231	BESE10688								N																														BZA001	BCP005				BPR022											
E10689	Slough Outfall 100	CIPJ						20140701	99991231	BESE10689								N																														BZA002	BCP005				BPR026											
E10690	"Outf 57,58,59,61,61A"	CIPJ						20140701	99991231	BESE10690								N																														BZA001	BCP005				BPR026											
E10691	SW Shttck Rd Cvrt Rp	CIPJ						20140701	99991231	BESE10691								N																														BZA005	BCP005				BPR026											
E10692	Northeast Fremont	CIPJ	YES					20140701	99991231	BESE10692	"6,221,000"	0	0					N		"Replace 5,900 linear feet of existing 100-120 year old clay combined sewer pipes with larger pipes to increase hydraulic capacity in the area generally bound by NW York, 14th, Thurman, and 21st.  Project will reduce the risk of street flooding at 17 locations and basement sewer backup risk to 28 parcels.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates."																						NWN: Northeast Fremont				BOB003	YES	BZA002	BCP005	YES	LOW	ES	BPR014			0	0	0	0	"6,221,000"				0
E10693	Central Tanner	CIPJ	YES					20140701	99991231	BESE10693	"10,216,000"		0					N		"Replace 9,300 linear feet of existing 100- to 120-year old clay combined sewer pipes with larger pipes to increase hydraulic capacity in the area generally bound by NW Overton, 11th, Kearny, and 21st.  Project will reduce the risk of street flooding at 35 locations and basement sewer backup risk to 112 parcels.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates."																						NWN: Central Tanner				BOB005	YES	BZA007	BCP005	NO	LOW	ES	BPR014			0	0	0	0	"10,216,000"				
E10694	TCWTP Sec Proc Impr	CIPJ	YES					20140701	99991231	BESE10694	"6,160,000"	0	0					N		Improve TCWTP secondary process treatment performance and reliability to ensure that current NPDES permit requirements and future Willamette Basin water quality standards are met. The timing of this project is dependent upon other improvements under E10582.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates.																						TCWTP Secondary Process Improvements				BOB003	YES	BZA005	BCP005	NO	LOW	ES	BPR022			0	0	"10,000"	"10,000"	"6,160,000"				0
E10695	HSS_18	CIPJ						20140701	99991231	BESE10695			0					N																														BZA002	BCP005				BPR014			0	0	0	0					
E10696	NW Thurman St Rcnst	CIPJ	YES					20140701	99991231	BESE10696	"2,604,000"		0					N		"Upsize 3,100 linear feet of existing 100-year combined sewer pipes to increase hydraulic capacity in the vicinity of NW Savier, Franklin, and Thurman.  Project will reduce the risk of street flooding at 16 locations and basement sewer backup risk to 35 parcels.  Timing of project is in response to six reported basement sewer backups since 2008.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates."																						NWN: NW Thurman St Sewer				BOB005	YES	BZA007	BCP005	NO	LOW	ES	BPR014			0	0	0	0	"2,542,000"				
E10697	TCWTP Prm EP4&VFD Rp	CIPJ						20140701	99991231	BESE10697								N																														BZA004	BCP005				BPR022											
E10698	Wdlwn-Kng Alley SwrR	CIPJ						20140701	99991231	BESE10698								N																														BZA002	BCP005				BPR014											
E10699	SW 45th-Clf LID SSGS	CIPJ						20140701	99991231	BESE10699								N																														BZA005	BCP005				BPR027											
E10700	"Outf 63, 64, 65, 65A"	CIPJ						20140701	99991231	BESE10700								N																														BZA001	BCP005				BPR026											
E10701	Espeland G2G Lnd Acq	CIPJ						20140701	99991231	BESE10701								N																														BZA004	BCP005				BPR026											
E10702	Mrshll Pk Ext G2G LA	CIPJ						20140701	99991231	BESE10702								N																														BZA005	BCP005				BPR026											
E10703	SW Mntgmr & 4th Stcr	CIPJ						20140701	99991231	BESE10703								N																														BZA005	BCP005				BPR026											
E10704	Laurila G2G Lnd Acq	CIPJ						20140701	99991231	BESE10704								N																														BZA004	BCP005				BPR026											
E10705	NE Thompson St CSE	CIPJ						20140701	99991231	BESE10705								N																														BZA002	BCP005				BPR027											
E10706	T-1 Catwalk Rpr-PhII	CIPJ						20140701	99991231	BESE10706								N																														BZA007	BCP005				BPR014											
E10707	Street car realgm GS	CIPJ						20140701	99991231	BESE10707								N																														BZA005	BCP005				BPR026											
E10708	Council Crest Pk SMF	CIPJ						20140701	99991231	BESE10708								N																														BZA005	BCP005				BPR026											
E10709	"N Williams Ave., SSE"	CIPJ						20140701	99991231	BESE10709								N																														BZA001	BCP005				BPR027											
E10710	Leif Erikson Culvert	CIPJ						20140701	99991231	BESE10710								N																														BZA007	BCP005				BPR026											
E10711	SICSO PS PF Reli Imp	CIPJ						20140701	99991231	BESE10711								N																														BZA001	BCP005				BPR022											
E10712	Tabor Swr Rehab Ph1	CIPJ						20140701	99991231	BESE10712								N																														BZA002	BCP005				BPR014											
E10713	CBWTP EFPU Vbr Mnt R	CIPJ						20140701	99991231	BESE10713								N																														BZA001	BCP005				BPR022											
E10714	Guilds Lk PS-Ad Impr	CIPJ						20140701	99991231	BESE10714								N																														BZA007	BCP005				BPR022											
E10715	CBWTP&WPCL ElcVhChSt	CIPJ						20000101	99991231	BESE10715								N																														BZA001	BCP005				BPR014											
E10716	WPCL UPS Expansion	CIPJ						20000101	99991231	BESE10716								N																														BZA001	BCP005				BPR014											
E10717	Drainage Imprv Reimb	CIPJ						20140701	99991231	BESE10717								N																														BZA008	BCP005				BPR027											
E10718	CBWTP Ladder Fall Pr	CIPJ						20000101	99991231	BESE10718								N																														BZA001	BCP005				BPR014											
E10719	CBWTP CCTV Ctrl Upgr	CIPJ						20000101	99991231	BESE10719								N																														BZA001	BCP005				BPR014											
E10720	WPCL Misc Paving Imp	CIPJ						20000101	99991231	BESE10720								N																														BZA001	BCP005				BPR014											
E10721	SC Right of Wy Rtrft	CIPJ						20150101	99991231	BESE10721								N																														BZA004	BCP005				BPR027											
E10722	NE Skidmore CSE	CIPJ						20150101	99991231	BESE10722								N																														BZA002	BCP005				BPR027											
E10723	Hollywood East GrnSt	CIPJ						20150101	99991231	BESE10723								N																														BZA002	BCP005				BPR026											
E10724	SW 20th & Jefferson	CIPJ						20150101	99991231	BESE10724								N																														BZA005	BCP005				BPR014											
E10725	Stark Trunk Rehab	CIPJ						20150101	99991231	BESE10725								N																														BZA004	BCP005				BPR014											
E10726	CBWTP New Strmwtr PS	CIPJ						20150101	99991231	BESE10726								N																														BZA001	BCP005				BPR022											
E10727	CBWTP HACH Smplr RPL	CIPJ						20150101	99991231	BESE10727								N																														BZA001	BCP005				BPR022											
E10728	TCWTP HACH Smplr RPL	CIPJ						20150101	99991231	BESE10728								N																														BZA005	BCP005				BPR022											
E10729	CBWTP Misc Pvng Impr	CIPJ						20140701	99991231	BESE10729								N																														BZA001	BCP005				BPR014											
E10730	"CBWTP ST ABZ3,5,7 DR"	CIPJ						20140701	99991231	BESE10730								N																														BZA001	BCP005				BPR022											
E10731	Outfall 33 Rehab	CIPJ						20140701	99991231	BESE10731								N																														BZA004	BCP005				BPR014											
E10732	Sullvn PS I&C Eq R&M	CIPJ						20140701	99991231	BESE10732								N																														BZA002	BCP005				BPR022											
E10733	WPCL Carpet Replcmnt	CIPJ						20140701	99991231	BESE10733								N																														BZA001	BCP005				BPR010											
E10734	"SE 32nd & Blmnt, SSE"	CIPJ						20140701	99991231	BESE10734								N																														BZA004	BCP005				BPR027											
E10735	Prtmth FM VV Lvl Mnt	CIPJ						20140701	99991231	BESE10735								N																														BZA001	BCP005				BPR022											
E10736	N Fremont & Kirby SR	CIPJ						20140701	99991231	BESE10736								N																														BZA001	BCP005				BPR014											
E10737	SW Edgewd Rd Ersn Rp	CIPJ						20140701	99991231	BESE10737								N																														BZA005	BCP005				BPR014											
E10738	SE 34th & Steele SR	CIPJ						20140701	99991231	BESE10738								N																														BZA004	BCP005				BPR014											
E10739	CBWTP D Bldg ACU Rpl	CIPJ						20140701	99991231	BESE10739								N																														BZA001	BCP005				BPR014											
E10740	2125 SE Cypress SwrR	CIPJ						20140701	99991231	BESE10740								N																														BZA004	BCP005				BPR014											
E10741	Bybee/Glnwd Clvt-SEP	CIPJ						20140701	99991231	BESE10741								N																														BZA004	BCP005				BPR026											
E10742	WPCL Prkng Lot Prdsg	CIPJ						20140701	99991231	BESE10742								N																														BZA001	BCP005				BPR014											
E10743	SLRT Mnt upg FY16&17	CIPJ						20140701	99991231	BESE10743								N																														BZA008	BCP005				BPR014											
E10744	Ankeny PS Vtln F Upg	CIPJ						20140701	99991231	BESE10744								N																														BZA005	BCP005				BPR022											
E10745	CBWTP DODD/Hdwrk FA	CIPJ						20140701	99991231	BESP10745								N																														BZA001	BCP005				BPR014											
E10746	Invernss PS HVAC Upg	CIPJ						20140701	99991231	BESE10746								N																														BZA002	BCP005				BPR022											
E10747	RR&M Prgrm Admn FY16	CIPJ						20140701	99991231	BESE10747								N																														BZA001	BCP005				BPR022											
E10748	Catkin Mrsh Wtld Enh	CIPJ						20140701	99991231	BESE10748								N																														BZA002	BCP005				BPR027											
E10749	SW Interceptor Rehab	CIPJ						20140701	99991231	BESE10749								N																														BZA005	BCP005				BPR014											
E10750	Sullivan Glch Trk Rh	CIPJ						20140701	99991231	BESE10750								N																														BZA002	BCP005				BPR014											
E10751	SE 13 & 14th Ave SSE	CIPJ						20140701	99991231	BESE10751								N																														BZA004	BCP005				BPR027											
E10752	TCWTP Fiber Opt Expn	CIPJ						20140701	99991231	BESE10752								N																														BZA005	BCP005				BPR022											
E10753	Automtn Ntwk Reliblt	CIPJ						20140701	99991231	BESE10753								N																														BZA008	BCP005				BPR022											
E10754	Mt Tabor Pk Ersn Mtg	CIPJ						20140701	99991231	BESE10754								N																														BZA004	BCP005				BPR014											
E10755	SW 86 A. PS-ROW Impr	CIPJ						20140701	99991231	BESE10755								N																														BZA005	BCP005				BPR014											
E10756	Fitch G2G Land Acqst	CIPJ						20140701	99991231	BESE10756								N																														BZA002	BCP005				BPR026											
E10757	CBWTP Smll Prjs FY16	CIPJ						20140701	99991231	BESE10757								N																														BZA001	BCP005				BPR022											
E10758	TCWTP Smll Prjs FY16	CIPJ						20140701	99991231	BESE10758								N																														BZA001	BCP005				BPR022											
E10759	SE Foster Rd Strtscp	CIPJ						20140701	20160627	BESE10759								N																														BZA004	BCP005				BPR027											
E10760	Noncfmg Swr SPs FY16	CIPJ						20140701	99991231	BESE10760								N																														BZA008	BCP005				BPR027											
E10761	Temp-1	CIPJ						20140701	99991231	BESE10761								N																														BZA008	BCP005				BPR022											
E10762	NE Schuyler St SSE	CIPJ						20140701	99991231	BESE10762								N																														BZA002	BCP005				BPR027											
E10763	Wtr Plltn Ctr Lab Rn	CIPJ						20140701	99991231	BESE10763								N																														BZA001	BCP005				BPR014											
E10764	SE 26th San Swr Ext	CIPJ						20140701	99991231	BESE10764								N																														BZA004	BCP005				BPR027											
E10765	SE Market Green Strs	CIPJ						20140701	99991231	BESE10765								N																														BZA004	BCP005				BPR026											
E10766	SE 20th & Oak Swr Rh	CIPJ						20140701	99991231	BESE10766								N																														BZA004	BCP005				BPR014											
E10767	Eastsd Smp ConstFY16	CIPJ						20140701	99991231	BESE10767								N																														BZA003	BCP005				BPR014											
E10768	Spur Invst JC WS Acq	CIPJ						20140701	99991231	BESE10768								N																														BZA004	BCP005				BPR026											
E10769	SW Palatine Hill Rd.	CIPJ						20140701	99991231	BESE10769								N																														BZA005	BCP005				BPR026											
E10770	Hoover JC WlngSl Acq	CIPJ						20140701	99991231	BESE10770								N																														BZA004	BCP005				BPR026											
E10771	OCIP Phase V	CIPJ						20140701	99991231	BESE10771								N																														BZA008	BCP005				BPR014											
E10772	SW 61st & Dickisn SS	CIPJ						20140701	99991231	BESE10772								N																														BZA005	BCP005				BPR014											
E10773	SW Bond:Gbbs RP GSSS	CIPJ						20150701	99991231	BESE10773								N																														BZA005	BCP005				BPR027											
E10774	CBWTP Biogas SFA Rpl	CIPJ						20150701	99991231	BESE10774								N																														BZA001	BCP005				BPR022											
E10775	TCWTP Aeratn BD Rpl	CIPJ						20150701	99991231	BESE10775								N																														BZA005	BCP005				BPR022											
E10776	NW 20:Rl-Upsh LID GS	CIPJ						20150701	99991231	BESE10776								N																														BZA007	BCP005				BPR027											
E10777	SW Dlph Ct-SG LID GS	CIPJ						20150701	99991231	BESE10777								N																														BZA005	BCP005				BPR027											
E10778	NE Glisan & 90th GS	CIPJ						20150701	99991231	BESE10778								N																														BZA002	BCP005				BPR027											
E10779	N John A. & Lvtt SSE	CIPJ						20150701	99991231	BESE10779								N																														BZA001	BCP005				BPR027											
E10780	SW 31st & Multnmh SR	CIPJ						20150701	99991231	BESE10780								N																														BZA005	BCP005				BPR014											
E10781	Dickinson Prk Stream	CIPJ						20150701	99991231	BESE10781								N																														BZA005	BCP005				BPR026											
E10782	NW Industrial/28th	CIPJ						20150701	99991231	BESE10782								N																														BZA007	BCP005				BPR014											
E10783	NE Brdwy & 94 PS Upg	CIPJ						20150701	99991231	BESE10783								N																														BZA002	BCP005				BPR022											
E10784	Invrnss FM A/V V Rpl	CIPJ						20150701	99991231	BESE10784								N																														BZA002	BCP005				BPR022											
E10785	NE 22nd A. & Cch SSE	CIPJ						20150701	99991231	BESE10785								N																														BZA002	BCP005				BPR027											
E10786	NE Rodney Ave SSE	CIPJ						20150701	99991231	BESE10786								N																														BZA002	BCP005				BPR027											
E10787	SE 30th Pl SSE	CIPJ						20150701	99991231	BESE10787								N																														BZA004	BCP005				BPR027											
E10788	NE Failing St SSE	CIPJ						20150701	99991231	BESE10788								N																														BZA002	BCP005				BPR027											
E10789	NE Shvr St- Gntb SSE	CIPJ						20150701	99991231	BESE10789								N																														BZA001	BCP005				BPR027											
E10790	Prsctt:I205-122nd GS	CIPJ						20150701	99991231	BESE10790								N																														BZA002	BCP005				BPR027											
E10791	NE Grand Ave SSE	CIPJ						20150701	99991231	BESE10791								N																														BZA002	BCP005				BPR027											
E10792	CWTP WWCL Skmrs RplI	CIPJ						20150701	99991231	BESE10792								N																														BZA001	BCP005				BPR022											
E10793	TCWTP DWCL WearS Rpl	CIPJ						20150701	99991231	BESE10793								N																														BZA005	BCP005				BPR022											
E10794	NE 17th Ave-Cch SSE	CIPJ						20150701	99991231	BESE10794								N																														BZA002	BCP005				BPR027											
E10795	SE Hrrsn St-6th SSE	CIPJ						20150701	99991231	BESE10795								N																														BZA004	BCP005				BPR027											
E10796	WPCL MD & LV Inj Rpl	CIPJ						20150701	99991231	BESE10796								N																														BZA008	BCP005				BPR014											
E10797	3354 SE Harld Ct SLR	CIPJ						20150701	99991231	BESE10797								N																														BZA004	BCP005				BPR014											
E10798	Neal G2G Land Acqst	CIPJ						20150701	99991231	BESE10798								N																														BZA004	BCP005				BPR026											
E10799	Kusch G2G Land Acqst	CIPJ						20150701	99991231	BESE10799								N																														BZA004	BCP005				BPR026											
E10800	NE 24th Emrg Srv Cnt	CIPJ						20150701	99991231	BESE10800								N																														BZA002	BCP005				BPR014											
E10801	SW Palatine-Corbett	CIPJ						20150701	99991231	BESE10801								N																														BZA005	BCP005				BPR026											
E10802	SW 19th-Custer SSRpl	CIPJ						20140701	99991231	BESE10802								N																														BZA005	BCP005				BPR014											
E10803	SW Brlgm & Cptl Hwy	CIPJ						20150701	99991231	BESE10803								N																														BZA005	BCP005				BPR014											
E10804	CBWTP Org Wst Rc Fac	CIPJ						20150701	99991231	BESE10804	"4,838,000"		0					N		"Construct a facility to accept organic waste (commercial food wastes, fats, oils, and grease) and process the waste in the anaerobic digesters to produce biogas at the CBWTP.  The biogas can be converted to renewable energy-electricity, heat, or vehicle fuel.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates."																						CBWTP Organic Waste Receiving Facility				BOB001	YES	BZA001	BCP005	YES	LOW	ES	BPR022			0	0	0	0	"4,838,000"				
E10805	CBWTP Hdwk Scrng Imp	CIPJ						20150701	99991231	BESE10805	"9,805,000"		0					N		Replace the five existing bar screens in the Headworks with screens of smaller openings to protect the downstream processes.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates.																						CBWTP Headworks Screens Improvements				BOB005	YES	BZA001	BCP005	YES	LOW	ES	BPR022			0	0	0	0	"9,805,000"				
E10806	CBWTP RAS P Up S&R T	CIPJ						20150701	99991231	BESE10806	"5,275,000"		0					N		"Replacement of the return activated sludge (RAS) piping, diameters range from12 to 30 inch. The pipes are more than 40 years old and experiencing increasing rate of failure resulting in the need for emergency repairs.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates."																						CBWTP RAS Piping Upgrade				BOB005	YES	BZA001	BCP005	YES	LOW	ES	BPR022			0	0	0	0	"5,275,000"				
E10807	Inverness PS FM SImp	CIPJ						20150701	99991231	BESE10807	"10,030,000"		0					N		"This multi-phase project will first address deficiencies in the 24-inch force main, re-direct flow from the 36-inch force main, and then address deficiencies in the 36-inch line. Funded by bond proceeds repaid by sanitary sewer and stormwater rates."																						Inverness Pump Station Force Main				BOB005	YES	BZA008	BCP005	YES	LOW	ES	BPR022			0	0	0	0	"10,030,000"				
E10808	Small Urg Capct Prjs	CIPJ						20150701	99991231	BESE10808	Ongoing		0					N		Program to address combined sewer capacity in areas where property owners have reported basement sewer backups and are outside of the boundary of a project currently in the Capital Improvement Program (CIP).  Funded by bond proceeds repaid by sanitary sewer and stormwater rates.																						Small Urgent Capacity Projects				BOB005	YES	BZA008	BCP005	YES	LOW	ES	BPR014			0	0	0	0	Ongoing				
E10809	Culverts Phase 3	CIPJ						20150701	99991231	BESE10809	"14,400,000"		0					N		"Third phase of culverts replacements, consisting of five individual projects, to be constructed over multiple fiscal years.  Funded by bond proceeds repaid by sanitary sewer and stormwater rates."																						Culverts Phase 3				BOB005	YES	BZA008	BCP005	YES	LOW	ES	BPR026			0	0	0	0	"14,400,000"				
E10810	NE Klickitat GS Rtrf	CIPJ						20150701	99991231	BESE10810								N																														BZA002	BCP005				BPR014											
E10811	PUMA HVAC Replacemnt	CIPJ						20150701	99991231	BESE10811								N																														BZA007	BCP005				BPR014											
E10812	Low Wds Pk G2G LdAcq	CIPJ						20150701	99991231	BESE10812								N																														BZA004	BCP005				BPR026											
E10813	CBWTP Support Facil	CIPJ						20150701	99991231	BESE10813								N																														BZA001	BCP005				BPR014											
E10814	CBWTP Co-Gen BCS Imp	CIPJ						20151201	99991231	BESE10814								N																														BZA001	BCP005				BPR022											
E10815	SW 39th/Hamilton Cul	CIPJ						20151201	99991231	BESE10815								N																														BZA005	BCP005				BPR014											
E10816	Saudan G2G Land Acq	CIPJ						20151101	99991231	BESE10816								N																														BZA002	BCP005				BPR026											
E10817	SE 14th Prsh-Hig SSE	CIPJ						20150701	99991231	BESE10817								N																														BZA004	BCP005				BPR027											
E10818	Palatine Crst S & R	CIPJ						20150701	99991231	BESE10818								N																														BZA005	BCP005				BPR026											
E10819	SE 86th & Steele LID	CIPJ						20150701	99991231	BESE10819								N																														BZA004	BCP005				BPR027											
E10820	SE Fstr -110 Dr. Swk	CIPJ						20151201	99991231	BESE10820								N																														BZA004	BCP005				BPR014											
E10821	SW 34th A EmgClvtRpl	CIPJ						20150701	99991231	BESE10821								N																														BZA005	BCP005				BPR014											
E10822	Sullivan SP Site Imp	CIPJ						20150701	99991231	BESE10822								N																														BZA002	BCP005				BPR014											
E10823	Halton G2G Land Acq	CIPJ						20160101	99991231	BESE10823								N																														BZA002	BCP005				BPR026											
E10824	Albert Kelly Park SD	CIPJ						20160101	99991231	BESE10824								N																														BZA005	BCP005				BPR026											
E10825	N Schmeer & Vncvr SR	CIPJ						20160201	99991231	BESE10825								N																														BZA001	BCP005				BPR014											
E10826	NE 46/Fremont San Ex	CIPJ						20160201	99991231	BESE10826								N																														BZA002	BCP005				BPR027											
E10827	SE 122nd & Ramona SC	CIPJ						20000101	99991231	BESE10827								N																														BZA004	BCP005				BPR014											
E10828	NE 84th-Schuyler SC	CIPJ						20000101	99991231	BESE10828								N																														BZA002	BCP005				BPR014											
E10829	CBWTP Odor Ctrl Repl	CIPJ						20160201	99991231	BESE10829								N																														BZA001	BCP005				BPR022											
E10830	5703 N Marine Dr LR	CIPJ						20160201	99991231	BESE10830								N																														BZA001	BCP005				BPR014											
E10831	CBWTP Dig 1&2 CR LEL	CIPJ						20160315	99991231	BESE10831								N																														BZA001	BCP005				BPR022											
E10832	"FEMA Dec 6-23, 2015"	CIPJ						20151206	99991231	BESE10832								N																														BZA008	BCP005				BPR014											
E10833	NW Flandrs & 11th SR	CIPJ						20160301	99991231	BESE10833								N																														BZA007	BCP005				BPR014											
