org	name	tbl1	tbl2	tbl3	tbl4	tbl5	tbl6	value1	value2	value3	value4	value5	value6	desc1	desc2	desc3	desc4	type	text1	text2	perm1	perm2	perm3	perm4	perm5	perm6	perm7	perm8	perm9	perm10	perm11	perm12	perm13	perm14	perm15	perm16	perm17	perm18	perm19	perm20	oleptr	desc5	desc6	desc7	desc8	tbl7	tbl8	tbl9	tbl10	tbl11	tbl12	tbl13	tbl14	tbl15	tbl16	value7	value8	value9	value10	value11	value12	value13	value14	value15
FR_31	Decision Package																	N																														N			INCLUDE													
FR_32	Decision Package																	N																														N			INCLUDE													
FR_33	Decision Package																	N																														N			INCLUDE													
FR_34	Decision Package																	N																														N			INCLUDE													
FR_35	Decision Package																	N																														N			INCLUDE													
FR_36	Decision Package																	N																														N			INCLUDE													
FR_37	Decision Package																	N																														N			INCLUDE													
FR_38	Decision Package																	N																														N			INCLUDE													
FR_39	Decision Package																	N																														N			INCLUDE													
FR_40	Decision Package																	N																														N			INCLUDE													
FR_41	Decision Package																	N																														N			INCLUDE													
FR_42	Decision Package																	N																														N			INCLUDE													
FR_43	Decision Package																	N																														N			INCLUDE													
FR_44	Decision Package																	N																														N			INCLUDE													
FR_45	Decision Package																	N																														N			INCLUDE													
FR_46	Decision Package																	N																														N			INCLUDE													
FR_47	Decision Package																	N																														N			INCLUDE													
FR_48	Decision Package																	N																														N			INCLUDE													
FR_49	Decision Package																	N																														N			INCLUDE													
FR_50	Decision Package																	N																														N			INCLUDE													
GR	Office of Government Relations																	C																																														
GR_01	Hatfield Fellow													Government Relations				N	The requested package restores $35,000 in funding to hire a Portland State University Hatfield Fellow for FY 16-17.   This position was funded in the FY 15-16 budget to add much-needed capacity to the program.  The Fellow assists with welcoming international delegations including visiting students, ambassadors, and elected officials from around the world.  The Fellow also helps support Portland's Sister City program, writes the program's quarterly newsletter, and helps with ensuring that all gifts received by the city from international visitors are appropriately logged and inventoried per city regulation.	The expected results of the decision package include:  meeting performance targets and strategic priorities of the international relations program.  Specifically, the Fellow would add capacity to meet and prepare for visiting delegations of students, ambassadors, and elected officials from around the world.  These delegations have a substantial economic impact on Portland’s tourism economy.  The Fellow also provides support Portland’s Sister City program, writes the program’s first quarterly newsletter, and helps with ensuring that all gifts received by the city from international visitors are appropriately logged and inventoried per city regulation.  Without the Fellow, the office would not be able to provide the current level of support to the Sister Cities program, would not be able to publish a newsletter and would need to find other ways to meet the city’s gift inventory regulations.																												Y			INCLUDE	01	ADDS											
GR_02	5% Reduction package													Government Relations				N	"Per FY 16-17 budget guidance, the Office of Government Relations is submitting a 5% reduction package in the amount of $70,791.  This position was funded in the FY 15-16 budget to add much needed capacity to the program.  The Fellow assists with welcoming international delegations including visiting students, ambassadors, and elected officials from around the world.  The Fellow also helps to support Portland’s Sister City program, writes the program’s quarterly newsletter, and helps with ensuring that all gifts received by the city from international visitors are appropriately logged and inventoried per city regulation.  

The other half of the reduction package includes cuts to interim legislative outreach, travel to Washington DC in support of the city’s federal priorities, employee continuing education and professional development, and supplies for the International Relations program.
"	"Losing the Hatfield Fellow funding would increase the workload demands on the International Relations Director, the only dedicated staff for the program.  The office adopted three strategic priorities for international relations in its five-year strategic plan 2016-2020 and the priorities would be difficult to achieve without the additional capacity provided by a Fellow.  The loss of the Fellow would also negatively impact the office’s equity goals in terms of creating opportunities for people of color in political positions and supporting key international relations events that involve immigrant and refugee communities.  Other expected results of the reduction package include: reduced advocacy opportunities in Washington DC to lobby for the city’s federal priorities, reduced opportunities for employee training and professional development, and fewer supplies to support international relations events at the city.
"																												Y			INCLUDE	01	REDUCTION											
GR_03	OMF IA Balancing													Government Relations				N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget: $242 for Strategic Technology Pass Through, $45 for Fuel Station debt service, and $25,916 for City Hall rental rate adjustment.
$917 for the bureau’s allocation of the Daycare Center relocation."																													Y			INCLUDE	NA	ADDS											
GR_04	International Relations													Government Relations				N																														N			INCLUDE	NA	ADDS											
GR_05	Decision Package																	N																														N			INCLUDE													
GR_06	Decision Package																	N																														N			INCLUDE													
GR_07	Decision Package																	N																														N			INCLUDE													
GR_08	Decision Package																	N																														N			INCLUDE													
GR_09	Decision Package																	N																														N			INCLUDE													
GR_10	Decision Package																	N																														N			INCLUDE													
HC	Portland Housing Bureau																	C																																														
HC_01	Program Design & Development Coordinator													Fair Housing				N	This package addresses the need for a Policy and Program Development Coordinator. The City is taking steps to adapt existing programs and develop new programs to respond to an increasing proportion of renter households in the city and the increasing demand for affordable housing units. The City is currently pursuing, or has already adopted, initiatives related to the establishment of preference policies and affirmative fair marketing, a voluntary incentive zoning program, a mandatory inclusionary zoning program, an affordable housing linkage fee program, increased renter protections, and others. These initiatives require additional staff support to develop the program detail and manage their implementation within the Bureau. Funding for the FTE position will come from existing URA and grant funds.	"Responsibilities and deliverables will include:
•  Development of program materials and other administrative infrastructure;
•  Drafting program and administrative rules;
•  Development of training materials and administering trainings for bureau staff and service provider staff;
•  Coordinating program implementation across City bureaus; and
•  Coordinating the implementation of preference policies, tenant placement and affirmative fair marketing of affordable     housing financed directly or indirectly by PHB.
"																												Y			INCLUDE	06	ADDS											
HC_02	Citywide Rental Housing Development													Housing Investment Production & Preservation				N	Year-over-year rent rates throughout Portland have increased by 12.6%, putting many cost-burdened households at risk of displacement or homelessness. Moreover, the A Home For Everyone Coordinating Board has identified the importance of linking development initiatives with supportive services, thereby creating a sustainable model that helps low-income households exiting homelessness. A General Fund allocation for citywide affordable housing preservation and development would allow the greatest flexibility in serving those residents most in need who are currently facing displacement and/or homelessness. These resources will allow the Bureau to take advantage of opportunities to complement the additional investment made through A Home For Everyone for the benefit of those exiting homelessness by building or purchasing units citywide, and targeting resources where the Bureau can currently only provide limited programming, if any at all. One-time funds are an effective way to make capital investments that secure long-term affordability in rental housing.	This package would support the development of approximately 100 such units intended for those experiencing homelessness and/or those at risk of displacement.																												Y			INCLUDE	05	ADDS											
HC_03	AHFE - Expanded Veterans Assistance													Housing Access & Retention				N	The package is the City's contribution of a total investment of $575,000 that includes the contribution from Multnomah County - as proposed by AHFE Coordinating Board and accepted by AHFE Executive Committee. These funds leverage significant federal program dollars and allow us to maintain the necessary capacity to ensure that homelessness among Veterans is rare, brief and one time.	This request expands Veterans assistance to increase year-round shelter for Veterans by 10 beds and increase short- and long-term rental assistance to help at least 30 additional Veterans obtain and maintain permanent housing.																												Y			INCLUDE	01	ADDS											
HC_04	AHFE - Safety Off The Streets													Housing Access & Retention				N	The package is the City's contribution of a total investment of $4,925,000 that includes the contribution from Multnomah County - as proposed by AHFE Coordinating Board and accepted by AHFE Executive Committee.  The requested funds will allow for some start-up capital expenses, but are assumed to primarily pay for ongoing shelter operating expenses. These funds will pay for only very limited on-site support services at each shelter site. The package will continue the one-time General Fund shelter investment ($1.2 million) from the FY 2015-16 fall BuMP, that included the Jerome Sears Shelter and Peace Shelter.	"The City’s portion of the investment will provide at least 315 safe sleeping options in a combination of facility-based shelter and alternative shelter options to highly vulnerable people lacking access to permanent housing, including women, women escaping domestic violence, people of color, and people with severe mental illness.

The full $4,925,000 investment will provide at least 630 safe sleeping options in a combination of  facility-based shelter (approximately 410 beds) and alternative shelter options (approximately 265 beds), to highly vulnerable people lacking access"																												Y			INCLUDE	02	ADDS											
HC_05	AHFE - Perm Housing Placement - Rapid Re-Housing													Housing Access & Retention				N	"This package specifically addresses the Rapid Rehousing portion of the AHFE Permanent Housing Placement program.  PHB funded the Permanent Supportive Housing portion of the program with $1,662,500 in the ongoing General Fund adjusted base (making the total City contribution $6,150,000). The total investment of $12,300,000 for Rapid ReHousing and Permanaent Supportive Housing includes the contribution from Multnomah County - as proposed by AHFE Coordinating Board and accepted by AHFE Executive Committee. 

The resources for Rapid ReHousing will increase permanent housing placements for highly vulnerable populations including Communities of Color, women (unaccompanied or with children), women escaping domestic violence, and female youth. Services will include short-term rental assistance, housing placement and retention staff support, and income acquisition assistance through employment and long term benefits access.
"	The City’s portion of the investment will provide Rapid Re-housing rent support and services for 565 individuals or 297 households.  The entire $12,300,000 program including the Multnomah County contribution), will provide Rapid Re-housing or Permanent Supportive Housing rent support and services for 1,320 households.																												Y			INCLUDE	03	ADDS											
HC_06	AHFE - Homelessness Prevention & Diversion													Housing Access & Retention				N	The package is the City's contribution of a total investment of $2,200,000 that includes the contribution from Multnomah County - as proposed by AHFE Coordinating Board and accepted by AHFE Executive Committee.  The funding will increase prevention and diversion for highly vulnerable populations, including Communities of Color, women, families with children, and individuals with significant physical and mental health disabilities. Assistance will take the form of rental assistance, professional staffing to support housing placement and retention, legal assistance/tenant advocacy, and transportation assistance.	This package would prevent or divert from homelessness for least 500 additional people or 263 households in FY 2016-17. The total investment of $2.2 million would serve 1,000 individuals.																												Y			INCLUDE	04	ADDS											
HC_07	AHFE - Lead Agency Placeholder													Housing Access & Retention				N	As part of the A Home for Everyone (AHFE) initiative the concept of a lead agency that would facilitate service delivery, manage program and policy development, and provide budget recommendations to government partners has been part of the discussion.  The current proposal is for the lead agency to be located at Multnomah County as an office reporting directly to the County Chair.  City funding would flow to the County via an IGA managed by the Portland Housing Bureau (PHB). This package serves as a placeholder at this time, as discussions regarding governance and flow of funds are ongoing at the time of budget submission. The package assumes no net cost to the City, though no decisions have been made regarding cost sharing.	Improved implementation of the City and County’s shared policy priorities, improved responsiveness to community need, increasing consistency and transparency, and improved outcomes for those experiencing homelessness.																												Y			INCLUDE	01	REALIGN											
HC_08	Shift Lents URA Home Rep/Ownership Progams to GF													CDHMRT				N	"This package would shift funding used for home repair and home buyer subsidy programs plus related staffing and indirect costs in the Lents Urban Renewal Area (URA) to General Fund ongoing.  This would allow the bureau to use the funding in areas of East Portland outside of the URA.  Lents URA funds would be freed up for rental housing development and/or homeownership development in the Lents URA. The funds being shifted are not part of the ""TIF Lift"" that added additional affordable housing set-aside funds to the Lents URA. Those funds will be programmed based upon community feedback in the spring of 2016.
"	These shifts maximize program flexibility and will likely to result in program outcomes over and above prior year performance.																												Y			INCLUDE	NA	REDUCTION											
HC_09	Shift CDBG for Homeownership to GF													CDHMRT				N	Replace CDBG funds used to administer homeownership programs through local partners ($285,000) with General Fund within the adjusted base (ongoing).	"Use the CDBG funds freed up as part of a fall 2016 rental development NOFA, as well as being available for future development projects to leverage new units.

These shifts maximize program flexibility and will leversage 15 additional units of housing over the five year forecast.
"																												Y			INCLUDE	NA	REDUCTION											
HC_10	East Portland Homeownership Assistance (New)													CDHMAS				N	This package is intended to address the other factors contribute to involuntary displacement among vulnerable homeowners, such as predatory real estate and lending practices, barriers to appropriate refinancing options, mounting property taxes and utility fees, complications in estate planning. Providing funding for homeowner retention services, including legal aid, estate planning services, outreach and education around predatory real estate and lending practices, and assistance navigating existing community resources.	Homeowner assistance services ($300,000) will be added within the adjusted base (ongoing) to provide over 300 homeowners with retention case management, provided through community partners.																												Y			INCLUDE	NA	REDUCTION											
HC_11	East Portland Home Repair (New)													CDHMRT				N	Current census data shows more than 3,000 low-income homeowners over the age of 70 live in East Portland neighborhoods that fall outside the urban renewal boundaries. Many of these elderly homeowners may be in need of help addressing emergency home repairs to keep them living safely in their homes. As neighborhood revitalization moves east from the urban core, these households are becoming increasingly susceptible to involuntary displacement.	To begin to address these issues, new home repair programming ($500,000) will be added within the adjusted base (ongoing) to serve East Portland low-income homeowners living outside of urban renewal area boundaries.																												Y			INCLUDE	NA	REDUCTION											
HC_12	Fair Housing Program Enhancements (New)													CDHCAS				N	This package serves to address underserved populations,including $35,000 for the Safe Housing Project to organize non-English speaking residents in substandard private-market housing to collectively request needed repairs without risking their housing. An additional $5,000 to enable Legal Aid Services of Oregon (LASO) to direct their outreach and training to culturally specific community partners in order to increase utilization of their programs by underserved communities.																													Y			INCLUDE	NA	REDUCTION											
HC_13	Women's Winter Shelter (15-16)													CDEHES				N	This package continues the FY 2015-16 one-time packages to continue the Women's Winter Shelter year-round.	Provides 115 shelter beds.																												Y			INCLUDE	NA	REALIGN											
HC_14	Intensive Street Engagement (15-16)													CDEHES				N	This package would continue the Intensive Street Engagement package from FY 2015-16.	Funding would move 50 high barrier households into housing and providing campsite cleanup.																												Y			INCLUDE	NA	ADDS											
HC_15	Veteran's Rent Assistance (15-16)													CDEHRA				N	This package would continue funding for the Veteran's Rent Assistance from FY 2015-16.	Funding would continue 20 low barrier shelter beds and providing prevention or placement services for 150 Veterans.																												Y			INCLUDE	NA	REALIGN											
HC_16	Landlord Recruitment (15-16)													CDEHRA				N	This package would continue the Landlord Recruitment package from FY 2015-16.	Funding would increase the number of affordable rental units available to people exiting homelessness.																												Y			INCLUDE	NA	REALIGN											
HC_17	Shift CDBG for Fair Housing to GF													CDHCAS				N	Replace CDBG funds used to administer fair housing programs through local partners ($113,000) with General Fund within the adjusted base (ongoing).																													Y			INCLUDE	NA	REDUCTION											
HC_18	Realign HOME funding for rental assist. - plug													Housing Access & Retention				N																														Y			INCLUDE	NA	REDUCTION											
HC_19	New Rental Rehab in East Portland - plug													Preservation & Asset Management				N																														Y			INCLUDE	NA	REDUCTION											
HC_20	OMF IA Balancing													CDASB				N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget. These changes include:
$10,202 for the bureau's allocation of move of the data center from the third floor of the Portland Building
"																													Y			INCLUDE	NA	ADDS											
HC_21	Diversion Program													Shelter & Emergency Services				N																														Y			INCLUDE	NA	ADDS											
HC_22	FY 2015-16 Carryover: Rebudget Resources													Multiple				N	"PHB is requesting Council approve the rebudgeting of project resources from the current fiscal year to the next. The reductions are necessary for two primary reasons. First, for the sake of transparency, prior to awarding funds PHB budgets available opportunity funding despite awareness that much of the funding is unlikely to be disbursed in the fiscal year it is awarded. Second, changes in loan closing or construction reimbursement schedule of individual projects necessitate the rebudgeting of resources. Pending Council approval, the following list represents the majority of resources to be rebudgeted into FY 2016-17 in the Approved Budget:

• $5,700,000 – Opportunity Funding (CDBG, HOME & TIF sources)
• $3,088,508 – Miracles-Central (TIF Convention Center)
• $3,000,000 – N/NE Initiative Land Banking (TIF Interstate)
• $2,500,000 – FY 2015-16 Housing Development Decision Package (HIF)
• $1,950,000 – Hill Park (CDBG)
• $ 993,962 – Gresham & Multnomah County HOME Consortium Resources (HOME)
• $ 505,839 – New Meadows (TIF Interstate)
• $ 371,454 – 14th & Raleigh (TIF River District)
• $ 319,000 – Lead Paint Hazard Reduction Program (Federal)"																													Y			INCLUDE	NA	ADDS											
HC_23	Decision Package																	N																														N			INCLUDE													
HC_24	Decision Package																	N																														N			INCLUDE													
HC_25	Decision Package																	N																														N			INCLUDE													
HC_26	Decision Package																	N																														N			INCLUDE													
HC_27	Decision Package																	N																														N			INCLUDE													
HC_28	Decision Package																	N																														N			INCLUDE													
HC_29	Decision Package																	N																														N			INCLUDE													
HC_30	Decision Package																	N																														N			INCLUDE													
HC_31	Decision Package																	N																														N			INCLUDE													
MF	Office of Management and Finance																	C																																														
MF_01	FAC - Portland Building Reconstruction													Facilities				N	"In October of 2015, the Council approved Resolution #37158 in which OMF was directed to complete the Portland Building Reconstruction project by the year 2020 for a cost not to exceed $195 million.  $12.8 million is required for projected FY 2016-17 costs for an owner’s representative contract, an architectural and engineering design services under a progressive Design-Build-Relocate contract, staff costs, and other design phase costs. 

This project will be funded through four resources.  No funding from tenants will be required in FY 2016-17.
1.  The first is the $3.75 million from the Portland Building’s major maintenance account.
  
2. The second is the $2.57 million that was put into the General Fund’s five year financial forecast by the Council as part of the FY 2015-16 budget process.  

3. The third resource is capturing a portion of the Portland Building rental charges that are in the budgets for the tenants and will not be needed during construction when the project will cover interim space costs.  These first three resources will allow the project to have at least five percent of its costs funded through cash as per City financial policies.

4. The fourth resource is from proceeds from debt financing.  The debt financing plan is being developed and will depend on a number of factors.

A preliminary project expense forecast through 2020 has been completed and it shows that $12.8 million of costs will be incurred in FY 2016-17.  This will be funded through the remainder of the $3.75 million of major maintenance funds dedicated to the project, $2.57 million of General Fund resources and debt financing. 

The $195 million project will be included in the OMF FY 2016-17 through FY 2021-22 Capital Improvement Plan.  Concurrently with the submission of the Capital Improvement Plan, OMF’s FY 2016-17 Requested Budget will include a $12.8 million funding request for project costs estimated to be incurred in FY 2016-17.



"	The $12.8 million will allow the City to meet anticipated obligations under the owners representative and progressive Design-Build-Relocate contracts which are expected to be brought before Council in 2016.  Additionally, this package will allow the project to continue to progress as planned in order to meet the 2020 construction completion timeframe as well as the not to exceed cost of $195 million as required by Resolution #37158.																												Y			INCLUDE	04	ADDS											
MF_02	FAC - 5% Reduction - City Hall Major Maintenance													Facilities				N	The Facilities City Hall Major Maintenance reserve is funded by a cash transfer from the General Fund, and is subject to the 5% reduction requirement. This decision package would reduce ongoing major maintenance collection for City Hall by $10,601. The City Hall Major Maintenance reserve funding is used to replace failing or out of date building systems, controls, equipment, and structures.	"The City Hall Major Maintenance fund is currently projected to have $3.6M worth of unfunded projects over the next five years due to multiple major maintenance projects, including necessary HVAC replacement and roof replacement projects. The current City Hall HVAC units have reached the end of their useful life and individual units fail on a regular basis.  The roof is showing signs of failure and needs to be replaced before there is water damage to the interior of the building.  Currently, there is not enough funding for both projects.  Other important projects, not as critically necessary, have already been pushed to future years due to lack of funding.  There are no other budgeted sources of funding for major maintenance on this building, other than savings at year end from operations and maintenance at City Hall.

The reduction to the City Hall Major Maintenance reserve will likely result in increased operating costs to maintain inefficient structures, systems, and equipment for timeframes that extend past their useful lives. Additionally, repair costs could increase due to damage as a consequence of delayed projects. The reduction would be in direct opposition of goal 11 of the OMF Strategic Plan, to secure adequate and sustainable funding to maintain and replace critical technology and facilities infrastructure, and it would impair the goal of providing quality customer service to City Hall customers and citizens that use the facility.
"																												Y			INCLUDE	03	REDUCTION	ONGOING										
MF_03	FAC - 5% Reduction - Jerome Sears Bldg O&M													Facilities				N	The Facilities Division within the Bureau of Internal Business Services is reponsible for coordinating operations and maintenance services at the Jerome Sears Building.  This program is funded by a cash transfer from the General Fund and is subject to the 5% reduction requirement.  This decision package would reduce funding for operations and maintenance at the Jerome Sears Building by 5%.  Building and equipment failures at this site will still be addressed.	This decision package would reduce operations and maintenance funding for the Jerome Sears Building.  Currently, this building is being used as a temporary houseless neighbors shelter at Council direction to address the homelessness issue that Portland is facing.  The long-term function of the building is to become the Westside Staging area for emergency operations.  Reductions will be applied to preventative maintenance service levels so that available funding can be used for equipment failures.  This reduction would be in direct opposition of goal 11 of the OMF Strategic Plan, to secure adequate and sustainable funding to maintain and replace critical technology and facilities infrastructure, and it would impair the goal of providing quality customer service to future City customers and citizens that use the facility.																												Y			INCLUDE	06	REDUCTION	ONGOING										
MF_04	FAC - 5% Reduction - Yeon Building O&M													Facilities				N	This program is funded by a cash transfer from the General Fund and is subject to the 5% reduction requirement.  This decision package would reduce funding for operations and maintenance at the John Yeon Building at McCall Waterfront Park by five percent. There are no other budgeted sources of funding for operations or major maintenance on this building.	Current funding for the building is not enough to properly operate and maintain the building.  Reductions would be applied to preventative maintenance service levels so that remaining funding will be available to address building and equipment failures.  There are no other budgeted sources of funding for operations or major maintenance on this building.  This reduction would be in direct opposition of goal 11 of the OMF Strategic Plan, to secure adequate and sustainable funding to maintain and replace critical technology and facilities infrastructure, and it would impair the goal of providing quality customer service to City Hall customers and citizens that use the facility.																												Y			INCLUDE	05	REDUCTION	ONGOING										
MF_05	FAC - 5% Reduction - Mayor's Security													Facilities				N	This program is funded by a cash transfer from the General Fund and is subject to the 5% reduction requirement.  Specific service level reductions have not been identified at this time.	If requirements exceed funding available, Facilities may have to direct funding away from other City Hall operational needs.																												Y			INCLUDE	04	REDUCTION	ONGOING										
MF_06	BTS Vertical Applications Analyst – BDS													Production Services				N	This position is requested by and will be funded by Bureau of Development Services (BDS). This Application Analyst III position in BTS Vertical Applications (Business Solutions Division) will help with the increased workload associated with implementation and support of the new Information Technology Advancement Project (ITAP) permitting system and associated technology at BDS.  There is currently a filled limited-term position in place. This permanent position will support the ITAP system for both the one-time project and ongoing sustainment and will also be supporting the current permitting system TRACS.  BDS identified this position as a significant issue due to the complexity of the ITAP system and the switch to a Microsoft web application platform.  BDS is requesting the position and this decision package matches their request.	"Without this position, BDS will continue to support TRACS in a limited and reduced capacity, thus affecting the services provided to Bureau customers and citizens. This will also affect the implementation of ITAP as it will reduce the ability for the application team to  support the new system after it goes live. This will likely result in delays to make necessary changes to the new ITAP system once the vendor has left and will impact the service that BDS provides to the development community and that the City provides to its citizens.  
"																												Y			INCLUDE	08	ADDS											
MF_07	BTS - Electronic Equipment Replacement													Communications				N	"This decision package creates an ongoing replacement funding mechanism for bureau electronic equipment such as portable and mobile radios, video systems, radar guns, mobile computers, and other equipment maintained by the Bureau of Technology Services (BTS).  BTS customers have expressed a need for replacement funding for equipment in addition to PCs and laptops and to avoid spikes in expenses when replacement is needed.  This would provide a stable funding source for the replacement of equipment and create maintenance cost savings by replacing equipment at the end of its useful life. OMF will request a target adjustment for General Fund bureaus. 

Prior to FY 2013-14, BTS had included a component for replacement in its interagency rates for electronic equipment.  For customers of BTS, that replacement component meant that a portion of their internal service payments to BTS would be set aside in a replacement fund on their behalf.  The funds would then be held until needed to purchase new equipment to replace worn out, unsupported, or obsolete equipment.  In FY 2012-13, the replacement component on equipment related to the 800 MHz radio system was eliminated as a budget reduction.  In FY 2013-14, a similar reduction was made for video systems and other non-800 MHz equipment.  BTS customer bureaus are aware that their interagency rates no longer include replacement and that their replacement balances have been drawn down over the last three years.  This practice is not sustainable.  Customers have expressed concern to BTS and have stated that given the option of planning for and collecting replacement funds on an ongoing bases versus the spending spikes experienced when having to buy replacement equipment from operating budgets, their preference is to reinstate the replacement rate collection.  The 2014 Moss Adams OMF Assessment and Study recommended restoration of replacement funding.

This package also requests a General Fund target adjustment, totaling $1,875,501, for the General Fund bureaus."	Implementation of this decision package in the FY 2016-17 Adopted Budget will allow BTS customer bureaus to plan for the future replacement of their electronic equipment.  The replacement schedule for this equipment varies depending on the equipment type, when it was purchased, how it was used, changes in technology, etc.  The current system, in which bureaus must directly purchase replacement equipment from their budgets, leads to spending spikes and planning challenges, particularly in the case of a large-scale replacement or equipment upgrade need.  In some cases, budget constraints may force bureaus to choose not to replace equipment that has reached the end of its useful life.  In these cases, maintenance costs go up or the equipment may become so obsolete that repair is no longer an option, leaving bureau personnel without necessary equipment.  In cases involving public safety, that scenario could prove dangerous to both personnel and the public.  By including replacement funding as part of a bureau's interagency, a replacement schedule is established where a bureau will contribute an amount each year based on the equipment's estimated value and lifecycle.  When replacement is included in the rates, the rates reflect the true cost of service and the true cost of the asset.  Bureaus benefit through the prevention of spending spikes when the equipment has reached the end of its useful life because there is no additional expense to the bureau beyond what they have already contributed to replace it.  This not only allows for bureaus to budget in a predictable and consistent manner, but it also helps ensure that the equipment used by public safety and public service personnel is reliable and in good working order.  Funds held by BTS on behalf of customer bureaus generate interest revenue which is put back into each bureau's replacement account to further increase those funds which they have set aside.																												Y			INCLUDE	09	ADDS											
MF_08	BTS - Data Center Move													Production Services				N	"The Portland Building Data Center (located on the 3rd floor) is the City's primary data center.  It houses components for nearly every City service as well as secondary systems for 911 dispatch and Police Records Management.  It was constructed by retrofitting an office building environment to contain a data center.  It does not meet the construction standards for an enterprise-level data center in terms of power, cooling, cabling, or security.  In current operations, it occasionally experiences lack of resiliency for power and cooling components, which could result in a partial or complete unplanned system shutdown requiring several days to recover.  In a worst case scenario, the data center's systems could be destroyed by natural disaster, resulting in a total loss of all equipment and data within the room and a potential three month recovery period.

This Data Center Move project would execute full requirements analysis (with third party assistance) and create an RFP to obtain geographically dispersed third-party data center hosting services.  Applications and data would be migrated to third-party facilities, and disaster recovery capabilities for critical systems would be established with data centers outside of our region.  Disaster recovery planning and documentation for critical systems would be established, including confirming expected levels of service.

There is a need to mitigate the ongoing issues and concerns with the existing facility's power, cooling, cabling, and security.  The Data Center Move is related to the Portland Building Reconstruction project.  The current estimate for the project is a low confidence figure of $9.7 million.  BTS is in the process of hiring a consultant who will develop a high confidence project plan and cost estimate. The consultant will also provide an estimate of the ongoing support costs. The amount being asked of bureaus in FY 2016-17 is a total of $2 million.  The financial phase-in is based on a low confidence total project estimate of $9.7 million, with $2 million in FY 2016-17, $6 million in FY 2017-18, and $1.7 million in FY 2018-19.  OMF will analyze financing options once there is a detailed project plan."	"Failure to move the data center before construction in the Portland Building would subject the City's information technology capabilities to significant risk of unplanned outages.  If disaster recovery capabilities are not implemented, the City's ability to operate critical information technology systems could be impacted for two to three months in the event of a disaster, assuming the disaster did not also affect the data center at the Portland Communications Center.  If the disaster impaired both data centers, permanent loss of critical data would be a strong possibility. This project would remediate unplanned service interruptions associated with the renovation of the building, and to eliminate costs otherwise required to reconstruct a data center within the Portland Building.

By moving the City's primary data center to a resilient hosted facility that can provide higher service levels for power, cooling, and security, the City will be able to achieve higher availability for servers and data, allowing City bureaus to continue providing services in the event of a minor interruption event such as a power or cooling outage.

By combining this move with out-of-region disaster recovery capabilities for identified critical servers, City bureaus will have the ability to continue to use their applications and data even in the event of a regional disaster, needing only an operational internet connection.  This would enable the City to focus on assisting customers and repair activities, rather than focusing on operating without data and applications available.  Even for non-critical applications, this provides the capability to recover applications and data at a later time with minimal loss of data.

These data center capabilities would also provide the functionality to deploy additional applications and data needed during a disaster event on an as-needed basis. 

By continuing to have applications and data available, it greatly increases the likelihood that the City will be able to meet local, state, and federal obligations regarding payroll, accounting, tax information, etc., as well as helping to ensure the ongoing security of the City's data and customer information.  It also opens up opportunities for collaboration with other local governments on event response and disaster recovery needs.

This package supports the following Citywide IT Strategic Plan goals: 1.2 Demand and Capacity Management; 3.1 Support Business Continuity; 3.2 Implement Disaster Recovery; and 3.3 Implement IT Best Practices.  This package supports OMF Strategic Plan Goal 9 - ""Develop a roadmap to effectively leverage existing technology and adopt emerging technology to meet citywide business needs."""																												Y			INCLUDE	03	ADDS	ONETIME										
