org	name	tbl1	value1	value2	value3	value4	value5	value6	type	perm1	perm2	perm3	perm4	perm5	perm6	perm7	perm8	perm9
E08658	East Nicolai	CIPJ	20000101	99991231	BESE08658	"7,063,000"	0	0	N									
E08659	SE Powell Recon & GS	CIPJ	20000101	99991231	BESE08659	"5,600,000"	0	0	N									
E08660	SE 9th Grst (TGD-02)	CIPJ	20000101	99991231	BESE08660	"511,000"	0	0	N									
E08661	SE 12th & Gideon Rec	CIPJ	20000101	99991231	BESE08661	"4,867,000"	0	0	N									
E08662	SE Clinton-Caruthers	CIPJ	20000101	99991231	BESE08662	"4,147,000"	0	0	N									
E08663	SETibbettsHarrisonGS	CIPJ	20000101	99991231	BESE08663	"2,234,000"	0	0	N									
E08664	SE 28 & Harrison Gre	CIPJ	20000101	99991231	BESE08664	"1,517,000"	0	0	N									
E08665	SE Div Rec&Grst (15)	CIPJ	20000101	99991231	BESE08665	"6,458,000"	0	0	N									
E08666	SE 34th & Grant Reco	CIPJ	20000101	99991231	BESE08666	"11,213,000"	0	0	N									
E08667	SE 41st Rec&Grst(22)	CIPJ	20000101	99991231	BESE08667	"1,982,000"	0	0	N									
E08668	SE Hawth-Salmon GRST	CIPJ	20000101	99991231	BESE08668	"6,545,000"	0	0	N									
E08669	SE Clay-Taylor GRST	CIPJ	20000101	99991231	BESE08669	"4,971,000"	0	0	N									
E08670	SE 41st & SE Madison	CIPJ	20000101	99991231	BESE08670	"800,000"	0	0	N									
E08671	SE SalmRec&Grst (26)	CIPJ	20000101	99991231	BESE08671	"1,661,352"	0	0	N									
E08673	SE Madison Grst (34)	CIPJ	20000101	99991231	BESE08673	"341,000"	0	0	N									
E08674	FannoTryon StrmRetro	CIPJ	20000101	99991231	BESE08674	"1,532,000"	0	0	N									
E08675	Fanno BvrtnHills Hwy	CIPJ	20000101	99991231	BESE08675	"4,052,257"	0	0	N									
E08676	SW 45th Ave Culvert	CIPJ	20000101	99991231	BESE08676	"1,701,534"	0	0	N									
E08677	Fanno/Tryon Outfall	CIPJ	20000101	99991231	BESE08677	"462,000"	0	0	N									
E08678	Barbur Bd Drng Retro	CIPJ	20000101	99991231	BESE08678	"802,000"	0	0	N									
E08679	I5/SW 26 WQF	CIPJ	20000101	99991231	BESE08679	"3,935,000"	0	0	N									
E08680	Jackson Mid Sch Crk	CIPJ	20000101	99991231	BESE08680	"1,709,397"	0	0	N									
E08681	Spr Garden Prk Daylt	CIPJ	20000101	99991231	BESE08681	"348,000"	0	0	N									
E08682	Boones Ferry Culvert	CIPJ	20000101	99991231	BESE08682	"3,410,000"	0	0	N									
E08683	Tryon San Sw Protect	CIPJ	20000101	99991231	BESE08683	"3,234,000"	0	0	N									
E08684	Fanno/Tryon Maintena	CIPJ	20000101	99991231	BESE08684	"1,703,000"	0	0	N									
E08685	Fanno/Tryon Land Acq	CIPJ	20000101	99991231	BESE08685	"750,000"	0	0	N									
E08686	Fanno/Tryon Swale	CIPJ	20000101	99991231	BESE08686	0	0	0	N									
E08687	Fanno/Tryon WQF 2	CIPJ	20000101	99991231	BESE08687	"869,395"	0	0	N									
E08689	NE 112th Ave. Storm	CIPJ	20000101	99991231	BESE08689	0	0	0	N									
E08700	HYDRA to PS PLC Comm	CIPJ	20000101	99991231	BESE08700	0	0	0	N									
E08710	Video System Upgrade	CIPJ	20000101	99991231	BESE08710	0	0	0	N									
E08722	Miles Place PS- Pump	CIPJ	20000101	99991231	BESE08722	0	0	0	N									
E08723	Elk Rock PS- Site Im	CIPJ	20000101	99991231	BESE08723	0	0	0	N									
E08733	SE Tolman & Milwauki	CIPJ	20000101	99991231	BESE08733	0	0	0	N									
E08735	Woods & Thomas PS De	CIPJ	20000101	99991231	BESE08735	0	0	0	N									
E08741	Tanner 3: Recnt Stor	CIPJ	20000101	99991231	BESE08741	0	0	0	N									
E08748	Party Sewers	CIPJ	20000101	99991231	BESE08748	Ongoing	0	0	N									
E08749	Alderwd & 82nd: Corn	CIPJ	20000101	99991231	BESE08749	0	0	0	N									
E08750	92nd & Alderwood Grn	CIPJ	20000101	99991231	BESE08750	0	0	0	N									
E08751	TCWTP Chlorine Analy	CIPJ	20000101	99991231	BESE08751	0	0	0	N									
E08755	Streetcar: E Side Ex	CIPJ	20000101	99991231	BESE08755	"3,000,000"	0	0	N									
E08760	Cully: Presc-Killswt	CIPJ	20000101	99991231	BESE08760	0	0	0	N									
E08762	152nd LID Storm Sewe	CIPJ	20000101	99991231	BESE08762	0	0	0	N									
E08766	NW 23rd Sewer Rehab	CIPJ	20000101	99991231	BESE08766	"1,368,113"	0	0	N									
E08769	PH1: Oaks B. Grant-	CIPJ	20000101	99991231	BESE08769	0	0	0	N									
E08770	NW 24th S/Northrup-	CIPJ	20000101	99991231	BESE08770	0	0	0	N									
E08772	Wellhead Sed MH & Su	CIPJ	20000101	99991231	BESE08772	0	0	0	N									
E08773	Wellhead Storm.Treat	CIPJ	20000101	99991231	BESE08773	0	0	0	N									
E08777	PH1: Oaks B. Grant-	CIPJ	20000101	99991231	BESE08777	0	0	0	N									
E08779	SW 61st:Wilbard-Lura	CIPJ	20000101	99991231	BESE08779	0	0	0	N									
E08780	NW Irving:22nd-24th	CIPJ	20000101	99991231	BESE08780	0	0	0	N									
E08782	Watershed Invest Pgm	CIPJ	20000101	99991231	BESE08782	Ongoing	0	"5,000"	N									
E08786	N Ldbetter Overxing	CIPJ	20000101	99991231	BESE08786	0	0	0	N									
E08787	St Johns: Ivanhoe Gn	CIPJ	20000101	99991231	BESE08787	0	0	0	N									
E08790	Taggart D Phase2	CIPJ	20000101	99991231	BESE08790	"21,084,000"	0	0	N									
E08802	SE 18th & McLoug: CS	CIPJ	20000101	99991231	BESE08802	0	0	0	N									
E08803	CBWTP Office Trailer	CIPJ	20000101	99991231	BESE08803	0	0	0	N									
E08809	UIC Improvements - G	CIPJ	20000101	99991231	BESE08809	"12,600,000"	0	0	N									
E08810	CBWTP DWCL Sludge Gr	CIPJ	20000101	99991231	BESE08810	0	0	0	N									
E08811	UIC CAT3 Non Complia	CIPJ	20000101	99991231	BESE08811	0	0	0	N									
E08813	SW Edgewood Dr: CS R	CIPJ	20000101	99991231	BESE08813	0	0	0	N									
E08817	SE 1st & Oak CS RECO	CIPJ	20000101	99991231	BESE08817	0	0	0	N									
E08820	NW Upshur Replc	CIPJ	20000101	99991231	BESE08820	0	0	0	N									
E08824	CBWTP FILTRATE PIPEL	CIPJ	20000101	99991231	BESE08824	0	0	0	N									
E08829	CBWTP REPLACE SPIRAL	CIPJ	20000101	99991231	BESE08829	0	0	0	N									
E08830	Ankeny PS UG Vaults	CIPJ	20000101	99991231	BESE08830	0	0	0	N									
E08834	Ash Creek Sewer Reha	CIPJ	20000101	99991231	BESE08834	"970,000"	0	0	N									
E08838	SE Alder & 11th Ave.	CIPJ	20000101	99991231	BESE08838	0	0	0	N									
E08841	McKinistry Road Remo	CIPJ	20000101	99991231	BESE08841	0	0	0	N									
E08844	SW Hamilton Recon	CIPJ	20000101	99991231	BESE08844	0	0	0	N									
E08845	SE 174th Drainage	CIPJ	20000101	99991231	BESE08845	0	0	0	N									
E08846	Mlk & Ankeny Cs Relo	CIPJ	20000101	99991231	BESE08846	0	0	0	N									
E08847	SE 2nd & 3rd Swr Rpl	CIPJ	20000101	99991231	BESE08847	0	0	0	N									
E08848	47th Ave House Demo	CIPJ	20000101	99991231	BESE08848	0	0	0	N									
E08851	41ST & T. FERRY GRST	CIPJ	20000101	99991231	BESE08851	0	0	0	N									
E08852	Stark & 99th: 102nd	CIPJ	20000101	99991231	BESE08852	0	0	0	N									
E08866	Riverview PS Force M	CIPJ	20000101	99991231	BESE08866	0	0	0	N									
E08870	Foster Sewer Rehab	CIPJ	20000101	99991231	BESE08870	0	0	0	N									
E08871	Dunthorpe Sewer R&R	CIPJ	20000101	99991231	BESE08871	0	0	0	N									
E08874	Argyle & 13th PS Rem	CIPJ	20000101	99991231	BESE08874	0	0	0	N									
E08876	SW 1st & Market Emer	CIPJ	20000101	99991231	BESE08876	0	0	0	N									
E08877	Guilds Lake PS Upgra	CIPJ	20000101	99991231	BESE08877	"3,173,000"	0	0	N									
E08878	Albina PS/Force Main	CIPJ	20000101	99991231	BESE08878	0	0	0	N									
E08879	N Fowler Sewer Rehab	CIPJ	20000101	99991231	BESE08879	0	0	0	N									
E08880	Nob Hill Sewer Rehab	CIPJ	20000101	99991231	BESE08880	0	0	0	N									
E08883	SW 77 Ave Emergency	CIPJ	20000101	99991231	BESE08883	0	0	0	N									
E08887	Fanno Litigation	CIPJ	20000101	99991231	BESE08887	0	0	0	N									
E08888	Royal Highlands LID	CIPJ	20000101	99991231	BESE08888	0	0	0	N									
E08891	SE Hawthorne 59-58th	CIPJ	20000101	99991231	BESE08891	0	0	0	N									
E08892	SE Bybee Sewer Rehab	CIPJ	20000101	99991231	BESE08892	0	0	0	N									
E08894	Brownwood Irrigation	CIPJ	20000101	99991231	BESE08894	0	0	0	N									
E08895	CS Confluence Rest	CIPJ	20000101	99991231	BESE08895	0	0	0	N									
E08897	Tabor School Startup	CIPJ	20000101	99991231	BESE08897	0	0	0	N									
E08898	SW Marigold WQ Facil	CIPJ	20000101	99991231	BESE08898	0	0	0	N									
E08899	SW 19th Ave GrSt	CIPJ	20000101	99991231	BESE08899	0	0	0	N									
E08900	NE 122nd Ave WQF	CIPJ	20000101	99991231	BESE08900	"594,990"	0	0	N									
E08902	Sellwood Intrcp Upgr	CIPJ	20000101	99991231	BESE08902	0	0	0	N									
E08904	Pump Station Site R&	CIPJ	20000101	99991231	BESE08904	0	0	0	N									
E08905	G2G Land Acquisition	CIPJ	20000101	99991231	BESE08905	"23,850,000"	0	0	N									
E08906	SW Montgomery Gr St	CIPJ	20000101	99991231	BESE08906	0	0	0	N									
E08908	NE 60th Sewer Rehab	CIPJ	20000101	99991231	BESE08908	"5,317,000"	0	0	N									
E08909	CBWTP 2nd Proc Impr	CIPJ	20000101	99991231	BESE08909	"17,189,000"	0	0	N									
E08910	CBWTP CEPT	CIPJ	20000101	99991231	BESE08910	"6,480,000"	0	0	N									
E08914	Argyle Manhole	CIPJ	20000101	99991231	BESE08914	0	0	0	N									
E08916	SE 9th & Sherman MH	CIPJ	20000101	99991231	BESE08916	0	0	0	N									
E08917	2201 SE 104th DR MH	CIPJ	20000101	99991231	BESE08917	0	0	0	N									
E08918	Cherry Park PS Imp C	CIPJ	20000101	99991231	BESE08918	0	0	0	N									
E08920	CBWTP CEPT Pilot	CIPJ	20000101	99991231	BESE08920	0	0	0	N									
E08924	Ramsey Refugia Ph 2	CIPJ	20000101	99991231	BESE08924	0	0	0	N									
E08926	CBWTP SVI ENH Pilot	CIPJ	20000101	99991231	BESE08926	0	0	0	N									
E08927	POFM Odor Control FC	CIPJ	20000101	99991231	BESE08927	"3,755,000"	0	0	N									
E08928	WQF @ Outfall ACM139	CIPJ	20000101	99991231	BESE08928	0	0	0	N									
E08929	PCC Stormwater Retro	CIPJ	20000101	99991231	BESE08929	0	0	0	N									
E08931	Dunthorpe-Riverdale	CIPJ	20000101	99991231	BESE08931	"2,498,770"	0	0	N									
E08941	G2G Green Street Pro	CIPJ	20000101	99991231	BESE08941	"1,470,000"	0	0	N									
E08942	31st and Davis Grst	CIPJ	20000101	99991231	BESE08942	0	0	0	N									
E08943	Holman Grst	CIPJ	20000101	99991231	BESE08943	0	0	0	N									
E08944	CBWTP Digester Mixin	CIPJ	20000101	99991231	BESE08944	"9,800,000"	0	0	N									
E08945	SE 31st N of Francis	CIPJ	20000101	99991231	BESE08945	0	0	0	N									
E08958	Tryon Crk Confluence	CIPJ	20000101	99991231	BESE08958	0	0	0	N									
E08959	TCWTP Smal Proj 2009	CIPJ	20000101	99991231	BESE08959	0	0	0	N									
E08960	CBWTP Small Proj 200	CIPJ	20000101	99991231	BESE08960	0	0	0	N									
E08962	NW Wilson Sewer Reha	CIPJ	20000101	99991231	BESE08962	0	0	0	N									
E08964	Waterleaf Property	CIPJ	20000101	99991231	BESE08964	0	0	0	N									
E08965	NW Shaver St Sep	CIPJ	20000101	99991231	BESE08965	0	0	0	N									
E08966	SW 4th & College GrS	CIPJ	20000101	99991231	BESE08966	0	0	0	N									
E08967	G2G Culverts	CIPJ	20000101	99991231	BESE08967	"4,816,836"	0	0	N									
E08978	SE Stark and 65th	CIPJ	20000101	99991231	BESE08978	0	0	0	N									
E08994	Small PS Projects FY	CIPJ	20000101	99991231	BESE08994	0	0	0	N									
E08999	CBWTP Caustic Pump H	CIPJ	20000101	99991231	BESE08999	0	0	0	N									
E09002	Trtment Incidental	CIPJ	20000101	99991231	BESE09002	0	0	0	N									
E09003	Maint Incidental	CIPJ	20000101	99991231	BESE09003	0	0	0	N									
E09004	SWM Incidental	CIPJ	20000101	99991231	BESE09004	0	0	0	N									
E09005	CSO Incidental	CIPJ	20000101	99991231	BESE09005	0	0	0	N									
E09006	Sys Dev Incidental	CIPJ	20000101	99991231	BESE09006	0	0	0	N									
E09009	Winmar Flats	CIPJ	20000101	99991231	BESE09009	0	0	0	N									
E09012	Sludge Prog Boiler S	CIPJ	20000101	99991231	BESE09012	0	0	0	N									
E09015	Dunthorpe-Riverdale	CIPJ	20000101	99991231	BESE09015	0	0	0	N									
E09016	Willmt Intercept Upd	CIPJ	20000101	99991231	BESE09016	"2,050,000"	0	0	N									
E09017	NWN BCC 1&2	CIPJ	20000101	99991231	BESE09017	"3,200,000"	0	0	N									
E09018	Central Nicolai A	CIPJ	20000101	99991231	BESE09018	0	0	0	N									
E09019	SE Tanner	CIPJ	20000101	99991231	BESE09019	"3,809,000"	0	0	N									
E09021	CBWTP Dewatered Slud	CIPJ	20000101	99991231	BESE09021	0	0	0	N									
E09022	CBWTP TWAS Piping Up	CIPJ	20000101	99991231	BESE09022	"1,000,000"	0	0	N									
E09023	CBWTP Support Fac	CIPJ	20000101	99991231	BESE09023	"7,916,000"	0	0	N									
E09024	CBWTP SECL Drive Uni	CIPJ	20000101	99991231	BESE09024	0	0	0	N									
E09029	Fanno I&I Reduction	CIPJ	20000101	99991231	BESE09029	0	0	0	N									
E09030	SE Center E of 107th	CIPJ	20000101	99991231	BESE09030	0	0	0	N									
E09033	ALAMEDA & FREMONT GR	CIPJ	20000101	99991231	BESE09033	0	0	0	N									
E09036	Pioneer Tower Move	CIPJ	20000101	99991231	BESE09036	0	0	0	N									
E09039	Portsmouth FM Seg 2	CIPJ	20000101	99991231	BESE09039	0	0	0	N									
E09040	Vermont Hills (Temp)	CIPJ	20000101	99991231	BESE09040	0	0	0	N									
E09044	NE 109TH:MARX-N GR S	CIPJ	20000101	99991231	BESE09044	0	0	0	N									
E09045	Fanno Basin System I	CIPJ	20000101	99991231	BESE09045	"82,600,000"	0	0	N									
E09048	Powell Butte Res 2SC	CIPJ	20000101	99991231	BESE09048	0	0	0	N									
E09049	SE 62nd & Morrison R	CIPJ	20000101	99991231	BESE09049	0	0	0	N									
E09050	FABA Surge Tanks	CIPJ	20000101	99991231	BESE09050	0	0	"10,000"	N									
E09051	SW 86th PS/Appurtena	CIPJ	20000101	99991231	BESE09051	0	0	"45,000"	N									
E09052	Burlingame Trk Enlar	CIPJ	20000101	99991231	BESE09052	0	0	0	N									
E09053	FABA Pump Station Di	CIPJ	20000101	99991231	BESE09053	0	0	0	N									
E09059	CBWTP Lagoon Anchor	CIPJ	20000101	99991231	BESE09059	0	0	0	N									
E09061	Woods Outfall Discon	CIPJ	20000101	99991231	BESE09061	"1,384,200"	0	0	N									
E09065	Stephens Crk Monitor	CIPJ	20000101	99991231	BESE09065	"56,000"	0	0	N									
E09066	SE Clinton & 26th GS	CIPJ	20000101	99991231	BESE09066	0	0	0	N									
E09067	NE Glisan Grst	CIPJ	20000101	99991231	BESE09067	0	0	0	N									
E09068	SE 38th and Main Grs	CIPJ	20000101	99991231	BESE09068	0	0	0	N									
E09069	SE Harrison San Ext	CIPJ	20000101	99991231	BESE09069	0	0	0	N									
E09070	Deltawood San Ext	CIPJ	20000101	99991231	BESE09070	0	0	0	N									
E09071	BROWNWOOD REVEG	CIPJ	20000101	99991231	BESE09071	0	0	0	N									
E09072	SW Park-Harrison/Col	CIPJ	20000101	99991231	BESE09072	0	0	0	N									
E09073	SW Corbett Swr Repl	CIPJ	20000101	99991231	BESE09073	0	0	0	N									
E09075	Portsmouth FM Segmen	CIPJ	20000101	99991231	BESE09075	0	0	0	N									
E09076	N Central Grst	CIPJ	20000101	99991231	BESE09076	0	0	0	N									
E09077	Swan Island Grst	CIPJ	20000101	99991231	BESE09077	0	0	0	N									
E09089	Inverness Wetlnd Enh	CIPJ	20000101	99991231	BESE09089	0	0	0	N									
E09090	CBWTP Pier Repl/Driv	CIPJ	20000101	99991231	BESE09090	0	0	0	N									
E09092	NE 87/Col StmSwr Ext	CIPJ	20000101	99991231	BESE09092	0	0	0	N									
E09095	SE OAK ST SEWER REPL	CIPJ	20000101	99991231	BESE09095	"2,809,000"	0	0	N									
E09096	Burlingame Trunk R&R	CIPJ	20000101	99991231	BESE09096	0	0	0	N									
E09097	Cryst Spr Cul Repl 1	CIPJ	20000101	99991231	BESE09097	0	0	0	N									
E09100	SW Morrison Ped Is	CIPJ	20000101	99991231	BESE09100	0	0	0	N									
E09105	S Asj Cr Enh/Swr Pro	CIPJ	20000101	99991231	BESE09105	0	0	0	N									
E09106	ODOT Yard Strmwtr Re	CIPJ	20000101	99991231	BESE09106	0	0	0	N									
E09107	TM Barb Strmwtr Retr	CIPJ	20000101	99991231	BESE09107	0	0	0	N									
E09108	E Morelnd Culvt Repl	CIPJ	20000101	99991231	BESE09108	0	0	0	N									
E09111	CBWTP Lagoon Survey	CIPJ	20000101	99991231	BESE09111	0	0	0	N									
E09112	Tenino/Carport/Umat	CIPJ	20000101	99991231	BESE09112	0	0	0	N									
E09113	1% For Green Sts	CIPJ	20000101	99991231	BESE09113	0	0	0	N									
E09115	FABA FM-Gard Hm Repl	CIPJ	20000101	99991231	BESE09115	0	0	0	N									
E09117	UIC Cat 3 Sump Shall	CIPJ	20000101	99991231	BESE09117	0	0	0	N									
E09118	NW Pettygrove GrSt	CIPJ	20000101	99991231	BESE09118	"165,000"	0	0	N									
E09119	Carport Culvert	CIPJ	20000101	99991231	BESE09119	0	0	0	N									
E09120	CBWTP LED Str Light	CIPJ	20000101	99991231	BESE09120	0	0	0	N									
E09121	West/East Sewr Rehab	CIPJ	20000101	99991231	BESE09121	0	0	0	N									
E09122	Royal and 43rd GrSt	CIPJ	20000101	99991231	BESE09122	0	0	0	N									
E09123	Division & 57th GrSt	CIPJ	20000101	99991231	BESE09123	0	0	0	N									
E09127	SW Troy & 31st GrSt	CIPJ	20000101	99991231	BESE09127	0	0	0	N									
E09128	SW 32nd Green St	CIPJ	20000101	99991231	BESE09128	0	0	0	N									
E09129	SW 34th Green St	CIPJ	20000101	99991231	BESE09129	0	0	0	N									
E09130	Multnomah Village GS	CIPJ	20000101	99991231	BESE09130	0	0	0	N									
E09134	TCWTP Dig Pipe Repl	CIPJ	20000101	99991231	BESE09134	0	0	0	N									
E09136	Gibbs Ped Bridge I-5	CIPJ	20000101	99991231	BESE09136	0	0	0	N									
E09138	CBWTP Infl Pump VFDs	CIPJ	20000101	99991231	BESE09138	0	0	0	N									
E09139	NE 33 Dr Slgh SanSwr	CIPJ	20000101	99991231	BESE09139	0	0	0	N									
E09141	G2G Land Acq Phase 1	CIPJ	20000101	99991231	BESE09141	0	0	0	N									
E09142	NE WILLIAMS GRST	CIPJ	20000101	99991231	BESE09142	0	0	0	N									
E09143	SE 86th & Pardee	CIPJ	20000101	99991231	BESE09143	0	0	0	N									
E09147	Barbur Green Street	CIPJ	20000101	99991231	BESE09147	0	0	0	N									
E09148	MTL Modular Office	CIPJ	20000101	99991231	BESE09148	0	0	0	N									
E09152	SW Capitol/33 Grn St	CIPJ	20000101	99991231	BESE09152	0	0	0	N									
E09153	SW Troy/37th Grn St	CIPJ	20000101	99991231	BESE09153	0	0	0	N									
E09154	Bridlemile Green Str	CIPJ	20000101	99991231	BESE09154	0	0	0	N									
E09159	Ash Creek IGA	CIPJ	20000101	99991231	BESE09159	0	0	0	N									
E09162	TCWTP Paving	CIPJ	20000101	99991231	BESE09162	0	0	0	N									
E09163	Milw Light Rail Ext	CIPJ	20000101	99991231	BESE09163	"1,749,000"	0	0	N									
E09164	1820 SE 43rd	CIPJ	20000101	99991231	BESE09164	0	0	0	N									
E09166	SE 3rd & Washington	CIPJ	20000101	99991231	BESE09166	0	0	0	N									
E09168	Mult Stormwater Impr	CIPJ	20000101	99991231	BESE09168	0	0	0	N									
E09170	97th Ave Green St	CIPJ	20000101	99991231	BESE09170	0	0	0	N									
E09171	SW Virginia Swr Repl	CIPJ	20000101	99991231	BESE09171	0	0	0	N									
E09172	CWS Coord/Costs	CIPJ	20000101	99991231	BESE09172	0	0	0	N									
E09173	TCWTP Chlor Mod Ph1	CIPJ	20000101	99991231	BESE09173	0	0	0	N									
E09176	Ankeny PS Sec Upgrad	CIPJ	20000101	99991231	BESE09176	0	0	0	N									
E09177	Ankeny Odor Trmt Sys	CIPJ	20000101	99991231	BESE09177	0	0	0	N									
E09180	UIC CAT-2 Phase 2	CIPJ	20000101	99991231	BESE09180	0	0	0	N									
E09182	Eastside MH Reloc	CIPJ	20000101	99991231	BESE09182	0	0	0	N									
E09183	Eastside StCar Pkg 3	CIPJ	20000101	99991231	BESE09183	"6,320,000"	0	0	N									
E09184	Lagoon Recon Update	CIPJ	20000101	99991231	BESE09184	0	0	0	N									
E09186	CBWTP DWCL Brackets	CIPJ	20000101	99991231	BESE09186	0	0	0	N									
E09187	SW Cardinell Swr Rep	CIPJ	20000101	99991231	BESE09187	0	0	0	N									
E09900	Support Svc Lab Chgs	CIPJ	20000101	99991231	BESE09900	0	0	0	N									
E09995	CIP GENERAL TIME	CIPJ	20000101	99991231	BESE09995	0	0	0	N									
E09999	Acctg Corr - ESWW12	CIPJ	20150101	99991231	BESE09999				N									
E10000	Small PS Prj FY09-10	CIPJ	20000101	99991231	BESE10000	0	0	0	N									
E10001	"Turblex Blowers 2, 4"	CIPJ	20000101	99991231	BESE10001	0	0	0	N									
E10002	SE Clay Green Street	CIPJ	20000101	99991231	BESE10002	0	0	0	N									
E10003	Stark Inflow Control	CIPJ	20000101	99991231	BESE10003	"1,691,000"	0	0	N									
E10004	CBWTP Small Proj Y10	CIPJ	20000101	99991231	BESE10004	0	0	0	N									
E10005	TCWTP Small Proj Y10	CIPJ	20000101	99991231	BESE10005	0	0	0	N									
E10006	Vancouver/Wms GrnSt	CIPJ	20000101	99991231	BESE10006	0	0	0	N									
E10007	SE Clay/9th & 10th	CIPJ	20000101	99991231	BESE10007	"339,000"	0	0	N									
E10008	B Simpson Strmwtr Co	CIPJ	20000101	99991231	BESE10008	0	0	0	N									
E10009	SE Clay & Water GrSt	CIPJ	20000101	99991231	BESE10009	0	0	0	N									
E10010	18th Ave Rehab Proj	CIPJ	20000101	99991231	BESE10010	0	0	0	N									
E10011	Glisan: 123rd-148th	CIPJ	20000101	99991231	BESE10011	0	0	0	N									
E10012	N Vanc Br-CS GrnSt	CIPJ	20000101	99991231	BESE10012	0	0	0	N									
E10013	FABA PS Fiber Optic	CIPJ	20000101	99991231	BESE10013	0	0	0	N									
E10014	Foster & Holgate	CIPJ	20000101	99991231	BESE10014	0	0	0	N									
E10015	4100 Bl NE Alameda	CIPJ	20000101	99991231	BESE10015	0	0	0	N									
E10016	CBWTP WWCL Repairs	CIPJ	20000101	99991231	BESE10016	0	0	0	N									
E10017	TCWTP Vault Lid Rplt	CIPJ	20000101	99991231	BESE10017	0	0	0	N									
E10018	CBWTP Baffle Wall	CIPJ	20000101	99991231	BESE10018	0	0	0	N									
E10019	N Concord Replacemen	CIPJ	20000101	99991231	BESE10019	0	0	0	N									
E10020	N Willis Replacement	CIPJ	20000101	99991231	BESE10020	0	0	0	N									
E10021	NE 44th & Wistaria	CIPJ	20000101	99991231	BESE10021	0	0	0	N									
E10022	CBWTP Fall Restraint	CIPJ	20000101	99991231	BESE10022	0	0	0	N									
E10023	Grand Ave MH'sl	CIPJ	20000101	99991231	BESE10023	0	0	0	N									
E10024	SW Yamhill Swr Rplc	CIPJ	20000101	99991231	BESE10024	0	0	0	N									
E10025	CBWTP Step Feed	CIPJ	20000101	99991231	BESE10025	0	0	0	N									
E10026	TCWTP Prim Concrete	CIPJ	20000101	99991231	BESE10026	0	0	0	N									
E10027	Fanno/Tryon Strm Fac	CIPJ	20000101	99991231	BESE10027	"320,000"	0	0	N									
E10028	SW Tanner	CIPJ	20000101	99991231	BESE10028	"7,234,000"	0	0	N									
E10029	Ptld-Milw Light Rail	CIPJ	20000101	99991231	BESE10029	"5,000,000"	0	0	N									
E10030	SE Interceptor Rehab	CIPJ	20000101	99991231	BESE10030	"14,200,000"	0	0	N									
E10031	Phase 2 Pipe Rehab	CIPJ	20000101	99991231	BESE10031	"126,000,000"	0	0	N									
E10032	TCWTP PLC System Rpl	CIPJ	20000101	99991231	BESE10032	0	0	0	N									
E10033	CBWTP Biogas Utiliza	CIPJ	20000101	99991231	BESE10033	"10,900,000"	0	0	N									
E10034	Tryon Creek I/I	CIPJ	20000101	99991231	BESE10034	"11,200,000"	0	0	N									
E10035	Fanno Creek I/I	CIPJ	20000101	99991231	BESE10035	"13,917,000"	0	0	N									
E10036	Wheeler Basin M&R	CIPJ	20000101	99991231	BESE10036	"12,682,090"	0	0	N									
E10037	Insley Basin M&R	CIPJ	20000101	99991231	BESE10037	"9,681,305"	0	0	N									
E10038	Alder Basin M&R	CIPJ	20000101	99991231	BESE10038	"33,990,197"	0	0	N									
E10039	Sandy Blvd 47th-82nd	CIPJ	20000101	99991231	BESE10039	0	0	0	N									
E10040	JC Willing Seller II	CIPJ	20000101	99991231	BESE10040	"40,000,000"	0	0	N									
E10041	Alder F1	CIPJ	20000101	99991231	BESE10041	0	0	0	N									
E10042	Alder F2	CIPJ	20000101	99991231	BESE10042	0	0	0	N									
E10043	Alder F3	CIPJ	20000101	99991231	BESE10043	0	0	0	N									
E10044	Wheeler F3	CIPJ	20000101	99991231	BESE10044	0	0	0	N									
E10045	Insley SIW F4	CIPJ	20000101	99991231	BESE10045	0	0	0	N									
E10046	CBWTP 6	CIPJ	20000101	99991231	BESE10046	0	0	0	N									
E10047	CBWTP DWCL Lighting	CIPJ	20000101	99991231	BESE10047	0	0	0	N									
E10048	Sadri	CIPJ	20000101	99991231	BESE10048	0	0	0	N									
E10049	Moe Brothers	CIPJ	20000101	99991231	BESE10049	0	0	0	N									
E10050	Moyer	CIPJ	20000101	99991231	BESE10050	0	0	0	N									
E10051	Tindall	CIPJ	20000101	99991231	BESE10051	0	0	0	N									
E10052	Balch	CIPJ	20000101	99991231	BESE10052	0	0	0	N									
E10053	Francisco	CIPJ	20000101	99991231	BESE10053	0	0	0	N									
E10054	John	CIPJ	20000101	99991231	BESE10054	0	0	0	N									
E10055	CBWTP SECL3 Pier& Dr	CIPJ	20000101	99991231	BESE10055	0	0	0	N									
E10056	NE Glisan & 28 GrnSt	CIPJ	20000101	99991231	BESE10056	0	0	0	N									
E10057	Seehusen	CIPJ	20000101	99991231	BESE10057	0	0	0	N									
E10058	SE 28th St Culvert	CIPJ	20000101	99991231	BESE10058	0	0	0	N									
E10059	CBWTP Reuse PS VFDs	CIPJ	20000101	99991231	BESE10059	0	0	0	N									
E10060	Ptld-Milw Lt Rail 1	CIPJ	20000101	99991231	BESE10060	0	0	0	N									
E10061	SE Lambert GrSt	CIPJ	20000101	99991231	BESE10061	0	0	0	N									
E10062	NE 102nd & Wygant GS	CIPJ	20000101	99991231	BESE10062	0	0	0	N									
